cpc_group_id,cpc_subgroup_id,patent_abstract,patent_number,patent_title,patent_year
G16H,G16H10/60,"An electronic medical monitoring and treatment apparatus allows a victim of a medical emergency person access to a medical professional (MP) who can monitor, diagnose and treat the person from a remote site. The apparatus includes a cardiac medical monitoring and treatment device (MMTD) coupled to an electronic adapter designed to communicate with a local, first transmitting/receiving (T/R) device which, in turn, is adapted to electronically communicate with a remote, second transmitting/receiving (T/R) device used by the MP. The MMTD may comprise a cardiac treatment circuit for effecting cardiac pacing and/or defibrillation and a cardiac signal circuit for receiving cardiac signals. The cardiac signals are (1) transmitted from the signal circuit to the second T/R device for evaluation by the MP, (2) the MP may transmit a control signal to the treatment circuit, and (3), in response thereto, the treatment circuit may generate one or more electrical pulses for treatment of the person.",9855434,Control of a medical device,2018
G16H,G16H40/60,"This disclosure relates to remote control of home dialysis machines, for example, using a network connected system including a network device. In an aspect, a dialysis system includes a network device, a dialysis machine configured to connect to the network device over a network, and a mobile device configured to connect to the network device over the network. The network device is configured for receiving, from the mobile device, through the network, a request to access the dialysis machine, receiving an authorization for the mobile device to access the dialysis machine, and after receiving the authorization, transferring, through the network, between the dialysis machine and the mobile device, information pertaining to one or more of an operation of the dialysis machine or the mobile device.",10154097,Control of home dialysis machines using a network connected system,2018
G16H,G16H20/30,"The present invention relates to a water floatation garment, and in particular, to such a swimming garment incorporating a fillable bladder and electronics provided to identify emergency situation such as drowning based on sensed data that causing the garment to trigger the fillable bladder to inflate allowing a user to float to surface therein preventing a drowning.",9868495,Controllable water floatation garment,2018
G16H,G16H20/70,"Computing system resources are controlled based on the behavioral attributes associated with users of the computing system. These behavioral attributes are monitored in real time and through a historical log, and behavioral attributes that fall outside pre-determined preferred behavioral parameters are detected. Access by the computing system user to computing system resources contained in a preferred and habitually accessed computing system resource set associated with the computing system user are adjusted in response to the detection of the behavioral attribute outside the pre-determined preferred behavioral parameters.",10068492,Controlled resources based on good behavior,2018
G16H,G16H20/17,"A controller for a life support device, the controller having a control section in charge of sequence control, the controller includes: a first interface section transmitting an output state of the control section to each part in the life support device, and transmitting an output state of each part in the life support device to the control section; and a second interface section setting an output state in response to detection of a predetermined data sequence output from the control section, and maintaining the set output state until the second interface section receives the predetermined data sequence anew. A part of the life support device is driven via the second interface section.",9907895,Controller for life support device and control method thereof,2018
G16H,G16H40/67,"A controller includes a calculator configured to receive process data necessary for controlling a plant and vital data indicating a state of a plant worker, the process data being received from a field device, the vital data being received from the plant worker, the calculator calculating first index data and second index data, the first index data indicating a gap between a current one of the process data and a previous one of the process data which is received when the plant is in a normal state, the second index data indicating a gap between a current one of the vital data and a previous one of the vital data which is received when the plant is in the normal state, and a determiner configured to determine health of the plant by using the first index data and the second index data which are calculated by the calculator.",10025283,"Controller, manager, plant control system, and data processing method",2018
G16H,G16H10/20,"A method for controlling access to data being processed by a remote computing resource includes issuing a public encryption key for a data creator from a public certificate authority, detecting an encounter with a data owner, creating private encryption keys for the data creator and the data owner in response to detecting the encounter, encrypting data being sent to the remote computing resource with the public encryption key, the data creator's private encryption key, and the data owner's private encryption key, decrypting the data based on public verification of the public encryption key and local verification of the data creator's private encryption key and the data owner's private encryption key at the remote computing resource, and controlling the data creator's access to the data by altering the permission of at least one of the public encryption key and data creator's private encryption key.",10164950,Controlling access to clinical data analyzed by remote computing resources,2018
G16H,G16H20/30,"Systems and related methods for controlling an ear stimulation device with a personal computing device, in response to determination of electrical contact of an electrode in a stimulator earpiece with an ear of a user of the personal computing device, are described. If the electrode is not in good electrical contact with the ear of the user, delivery of the stimulus is prevented and the user is notified of the status of the electrode. In various aspects, the user is instructed to reposition the earpiece or replace, clean, moisten, or apply gel to at least a portion of the electrode.",9987489,Controlling ear stimulation in response to electrical contact sensing,2018
G16H,G16H10/65,"The invention relates to an applet for a mobile computing device, comprising an element to detect user input and perform appropriate associated actions, and to provide a cognitive aid for users of the mobile computing device. The invention also relates to a method for controlling operation of a mobile computing device, comprising detecting user input and performing appropriate associated actions and providing a cognitive aid for users of the mobile computing device. The invention further relates to a cognitive aid for a mobile computing device having a display screen, the cognitive aid being displayed on the display screen and including an on-screen and/or an audio tip, and being associated with an input vehicle of the mobile computing device. The cognitive aid provides relevant information to the user regarding the input vehicle. The invention still further relates to a method for assisting users of a mobile computing device having a display screen. The method comprises providing a vehicle for user input to the mobile computing device and providing a cognitive aid on the display screen, the cognitive aid being associated with the user input vehicle. The cognitive aid provides relevant information to the user regarding the user input vehicle.",10013260,Controls and indicators with on-screen cognitive aids,2018
G16H,G16H10/20,"A method includes converting a user's utterance to text; encapsulating the converted text in a rheme object; searching, for each of a plurality of topics, for keywords in the converted text; determining a relevancy metric for each of the plurality of topics based on such searching; selecting one or more topics based on determined relevancy metrics; comparing some or all of the converted text to names in one or more patient lists or databases; identifying a unique patient whose name is contained in the converted; attaching an indication of the identified patient to the rheme object; effecting an action based on the selected one or more topics and the attached patient indication; and saving the topic in a conversation history with a reference to the identified patient.",10002130,Conversational agent,2018
G16H,G16H10/60,"A method includes converting a user's utterance to text; encapsulating the converted text in a rheme object; searching, for each of a plurality of topics, for keywords in the converted text; determining a relevancy metric for each of the plurality of topics based on such searching; selecting one or more topics based on determined relevancy metrics; comparing some or all of the converted text to names in one or more patient lists or databases; identifying a unique patient whose name is contained in the converted; attaching an indication of the identified patient to the rheme object; effecting an action based on the selected one or more topics and the attached patient indication; and saving the topic in a conversation history with a reference to the identified patient.",10152972,Conversational agent,2018
G16H,G16H40/67,"The present disclosure generally relates to intelligent garments that provide thermal regulation in a variety of environments. The garments may include different layers such as a hydrophilic layer in direct contact with a wearer's skin surface and saturated with an aqueous mixture, a spacer layer, a reflective layer, and an outer hydrophobic layer. The layers of the garment may work together to reduce the metabolic expenditure of the wearer in extreme environmental conditions or during demanding physical activity. A variety of sensors may be displaced throughout the garments so as to enable the collection of data associated with wearers as well as environmental conditions. Wearers may control the thermal balance and other properties of the garments as desired.",10010471,"Cooling garments, warming garments, and related methods",2018
G16H,G16H40/63,"In various example embodiments, devices including a wearable device may be associated to share information and coordinate data between the devices as part of a coordination between relationship wearables. For example, a first wearable device and a second device, each associated with different users, may provide data to a history analysis module. The history analysis module may analyze this data for coordinated relationship patters made up of repeated events. Coordinated relationship data may be generated by this analysis, and then used by a current data analysis module to analyze an incoming stream of current data from at least one of the devices. When a repeated status value is identified within the current data stream, a coordination communication may be initiated.",9901301,Coordinating relationship wearables,2018
G16H,G16H40/63,"A medical device system includes at least one controllable patient-worn or patient-carried medical device, and a plurality of controller devices that are capable of independently controlling features or functions of the patient medical device. Control commands and other data is wirelessly communicated among the patient medical device and the multiple controller devices. A number of techniques, protocols, and other measures are provided to coordinate wireless communication between the various devices in a medical device system. These control command coordination processes address situations where conflicting, redundant, or concurrent control commands might be independently issued by the multiple controller devices.",9987426,Coordination of control commands in a medical device system based on synchronization status between devices,2018
G16H,G16H50/20,"Disclosed are methods of predicting the likelihood of long-term survival without recurrence of breast cancer for a subject having estrogen receptor-positive (ER+) breast cancer treated with adjuvant endocrine monotherapy. In various embodiments, these methods comprise performing a gene expression profile of a breast tissue sample of substantially all of the genes of the “CADER set” described herein; calculating a risk score using a regression model; and applying a double median cutoff classification to assign the subject to a sensitive, indeterminate or resistant group, wherein assignment to a sensitive group predicts longer relapse-free survival compared to the median relapse-free survival of ER+ breast cancer patients treated with adjuvant endocrine monotherapy.",9890430,Copy number aberration driven endocrine response gene signature,2018
G16H,G16H40/67,"A system and method for managing a herd of animals possibly requiring medical treatment, such as cows in a feedlot. The animals are herded individually into a chute, where identification data is collected from a tag, and core temperature data is collected using a special non-contacting core temperature sensor. The animal is tagged with a color coded tag representing a range of temperatures into which that animal's temperature falls. The animal is then delivered to a pen corresponding to that range of temperatures, where appropriate medicinal treatment is automatically dosed and applied to the animal.",10098327,Core-temperature-based herd management system and methods,2018
G16H,G16H30/20,"A correction image creation device includes: an acquisition unit that acquires at least one original image, which is a basis when creating a correction image used in offset correction with respect to an image that has been obtained by imaging; a determination unit that determines whether or not noise from the exterior is superimposed on the original image; and a cancellation unit that cancels creation of the correction image in a case in which it has been determined by the determination unit that noise from the exterior is superimposed on the original image.",9898806,"Correction image creation device, radiographic imaging device, imaging device, computer readable medium and correction image creation method",2018
G16H,G16H50/50,"Compounds of the formulas: wherein: R1-R4, X1, Y1, and A are as defined herein are provided. Pharmaceutical compositions of the compounds are also provided. In some aspects, these compounds are are useful for the treatment of a disease or disorder. In some embodiments, the disease or disorder is a proliferative disease such as cancer.",10030006,Coumarin based Hsp90 inhibitors with urea and ether substituents,2018
G16H,G16H20/30,"A computer-implemented method for managing rescue training includes registering a plurality of individuals as potential rescue trainees through a central computer server system, receiving from computing devices that are remote from the central server system information indicative of rate and depth of compression for ones of the potential rescue trainees, and generating comparative data that reflects performance of CPR chest compressions for a first rescue trainee against other rescue trainees. The method also includes providing the comparative data over a network for review by one or more of the rescue trainees.",10074291,CPR competition system,2018
G16H,G16H50/30,"A method for creating a selective vessel image within a volume section of an examination object using an imaging system is provided. The method includes creating a vessel image of the volume section. The creating of the vessel image includes acquiring imaging data of the volume section within a predetermined time interval using the imaging system, determining a maximum opacity within the time interval on account of a contrast agent administered to the examination object per pixel of the vessel image, and segmenting vessels. The segmenting includes deciding, depending on the maximum opacity of the pixel, whether the respective pixel belongs to the vessel. The method also includes determining a contrast agent arrival time per pixel of the vessel image, and segmenting whether the respective vessel of the vessel image belongs to a vessel of the selective vessel image.",10028715,Creating a vessel image and fluoroscopically representing vessels,2018
G16H,G16H10/60,"A system for generating an access control policy comprises a user interface (1) for enabling a user to indicate a topic (10) and a set of permissions (15). A document analyzer (2) analyzes the content of a plurality of documents (11) to find a set of documents (13) relating to the topic (10). A property finder (5) analyzes the content of a plurality of documents (11) to find at least one distinguishing property (12) of documents relating to the topic (10). A document selector (6) selects the set of documents (13), based on the distinguishing property (12). An associating subsystem (3) associates the set of permissions (15) with the set of documents (13) to obtain an access control policy (4).",9892279,Creating an access control policy based on consumer privacy preferences,2018
G16H,G16H10/60,"Systems and methods for creating fingerprints for encryption devices are described herein. In various embodiments, the system includes an encryption device operatively connected to a device management system. According to particular embodiments, the device management system: 1) receives a first payload from the encryption device, the first payload including data in a particular format; 2) creates a fingerprint for the encryption device, the fingerprint including a section format for each of one or more distinct sections of the particular format; 3) storing a record of the fingerprint for the encryption device and the unique identifier at the at least one database; and 4) comparing a format of each subsequent payload received from the encryption device to the fingerprint for the device to determine whether the device has been compromised.",9953316,Creating fingerprints of encryption devices for compromise mitigation,2018
G16H,G16H80/00,"A system and method may monitor the biometric data of an operator in real time or near real time. Low cost electronic devices may monitor operator vital signs and biometric data allowing the system to determine stress levels, hydration levels, possible illness, body or blood chemical levels, incapacitation risks, and other biometric parameters of the operator, and proactively notify the operator, others aboard the vehicle, the vehicle control systems, or ground control to take responsive action. Industrial electronics may enable the system to monitor ambient workspace temperature, pressure, oxygen levels, and other environmental parameters, offering the system an additional second source of information to detect and address factors affecting the capacity of the operator. The system may further compare biometric and ambient parameters to archived operator, ambient, location, route, or vehicle performance data to determine and respond to long-term data patterns.",9919712,Crew biometrics and aircraft data analysis with real-time and proactive actions,2018
G16H,G16H10/20,"Systems, methods, and computer program products to perform an operation comprising receiving a policy document specifying a plurality of criteria, identifying, in a segment of unstructured text in the policy document, a criteria delimiter, creating a first portion and a second portion of the segment of unstructured text, wherein the first and second portions are created based on the criteria delimiter, wherein the first and second portions comprise a first criterion and a second criterion, respectively, and responsive to identifying an anaphora in the second portion of the segment of unstructured text that is related to a term in the first portion of the segment of unstructured text, combining the first criterion and the second criterion into a composite criterion.",10083161,Criteria modification to improve analysis,2018
G16H,G16H10/60,"Example systems, methods and storage media to provide a cross-enterprise workflow among clinical systems are disclosed. An example cross-enterprise enabled clinical information system includes a workflow manager to coordinate user workflows with respect to the system and associated content. The system includes an image services manager configured to manage images and associated services for the system and associated content. The workflow manager and image services manager are configured for cross-enterprise content sharing such that the system is to locally authenticate a user at the system and the system is to locally authorize a remote request for access to content at the system from a remote user that has been authenticated remotely. The system is arranged to provide content in response to the remote request after the remote authentication has been received and the system has verified the remote user's authorization for access.",9935960,Cross-enterprise workflow,2018
G16H,G16H10/60,The locations of electronic devices in an institutional facility are determined based on crowdsourced location reporting by users in an institutional setting and responding to device location queries.,9952744,Crowdsourced determination of movable device location,2018
G16H,G16H50/30,"Provided are a CT-image processing apparatus and a method which can remove noise caused by one of a heartbeat and a breathing beat and extract only an accurate periodic motion by the other one. A CT-image processing apparatus 5 that processes projection data in which an animal is captured as a subject at each time by an X-ray CT apparatus includes a breathing beat threshold specification unit 36a to specify a lower limit of a breathing beat frequency from a feature amount waveform within a ROI for breathing beat synchronization in a series of projection data, a heartbeat threshold specification unit 37a to specify a lower limit of a heartbeat frequency from a feature amount waveform within a ROI for heartbeat synchronization in the series of projection data, a breathing beat extraction unit 36b to extract a breathing beat waveform using a band-pass filter defined by the lower limit of the breathing beat frequency and the lower limit of the heartbeat frequency.",9895129,CT-image processing apparatus and method,2018
G16H,G16H50/50,"The application provides customized aortic stent and stent graft devices and methods for the manufacture thereof. The customized aortic stent or stent graft are patient-specific in that they conform to at least part of the ascending aorta, aortic arch and/or thoracic aorta.",10029424,Customized aortic stent device and method of making the same,2018
G16H,G16H50/20,"A method is provided of analyzing a cardiac electrogram using a computer. In one step, a determination is made as to a plurality of cycle lengths between a plurality of activation peaks of the cardiac electrogram. In another step, a determination is made as to whether a mean of the plurality of cycle lengths meets at least one criteria. The method may be used to iteratively adjust a detection threshold level for detecting atrial fibrillation based on the cardiac electrogram.",9901277,Cycle length iteration for the detection of atrial activations from electrogram recordings of atrial fibrillation,2018
G16H,G16H30/00,"The present invention relates to a data administration system (1a, 1b, 1c) comprising a sensor unit (10) for obtaining image data of at least a body part of a living being (2), a vital sign extraction unit (12) for extracting one or more vital signs of said living being (2) from the obtained image data of said living being (2), a feature extraction unit (14) for extracting one or more features of said living being (2) from the obtained image data of said living being (2), an identification unit (16) for determining the identity of said living being (2) by use of said one or more extracted features of said living being (2), and a data association unit (18) for associating the one or more extracted vital signs of said living being (2) with the determined identity of said living being (2).",9996917,Data administration system and method,2018
G16H,G16H40/63,"Methods and apparatus, including computer program products, are provided for backfilling. In some example embodiments, there is provided a method that includes receiving, at a receiver, backfill data representative of sensor data stored, at a continuous blood glucose sensor and transmitter assembly, due to a loss of a wireless link between the receiver and the continuous blood glucose sensor and transmitter assembly; generating, at the receiver, at least one of a notification or a graphically distinct indicator for presentation at a display of the receiver, the at least one of the notification or the graphically distinct indicator enabling the backfill data to be graphically distinguished, when presented at the display, from non-backfill data; and generating, at the receiver, a view including the backfill data, the non-backfill data, and the generated at least one of the notification or the graphically distinct indicator. Related systems, methods, and articles of manufacture are also described.",9996668,Data backfilling for continuous glucose monitoring,2018
G16H,G16H40/20,"Disclosed are various embodiments for monitoring, maintaining, tracking, and/or integrating inventory items in one or more systems. An inventory integration system may monitor the states, dependencies, and/or locations of inventory items across one or more data centers and/or similar structures. Issues detected may be escalated and remedial actions to the issues may be generated. The inventory integration system may communicate with various external resources in order to convey various information associated with the items of inventory and/or the data centers.",9886677,Data center life-cycle tracking and integration,2018
G16H,G16H40/20,"Systems and methods are provided for data driven analysis, modeling, and semi-supervised machine learning for qualitative and quantitative determinations. The systems and methods include obtaining data associated with individuals, and determining features associated with the individuals based on the data and similarities among the individuals based on the features. The systems and methods can label some individuals as exemplary, generate a graph wherein nodes of the graph represent individuals, edges of the graph represent similarity among the individuals, and nodes associated labeled individuals are weighted. The disclosed system and methods can apply a weight to unweighted nodes of the graph based on propagating the labels through the graph where the propagation is based on influence exerted by the weighted nodes on the unweighted nodes. The disclosed systems and methods can provide output associated with the individuals represented on the graph and the associated weights.",10068666,"Data driven analysis, modeling, and semi-supervised machine learning for qualitative and quantitative determinations",2018
G16H,G16H10/60,"A patient data exchange system comprises at least one device. Each of the devices implements an interface. When a device in the patient data exchange system publishes patient data, the device generates a metadata envelope that encapsulates the patient data. The metadata envelope conforms to a schema that defines allowable metadata attributes of the metadata envelope. When a device in the patient data exchange system receives a metadata envelope that conforms to the schema, the device determines, based at least in part on a metadata attribute of the metadata envelope, a particular patient data handling policy to apply to patient data encapsulated by the metadata envelope. In some instances, the metadata attribute indicates that authorization is required from an authorization service to access the patient data encapsulated by the metadata envelope.",10147502,Data driven schema for patient data exchange system,2018
G16H,G16H10/60,"A data output device capable of simply performing both of recognition of an entire image at an important point in time regarding medical care and recognition of a detailed change in time series data at the point in time is provided.A data display screen includes first and second display areas. In the first display area, time-series data indicating a state transition of a patient or content related to medical care performed on the patient is displayed in a graph. First indicators can be assigned to the graph. Second indicators are displayed at corresponding positions in the second display area that temporally correspond to designated positions in the first display area to which the first indicators are assigned. A second time axis in the second display area has a time scale which is longer than that of a first time axis in the first display area.",10052072,"Data output device and method, and non-transitory computer readable medium",2018
G16H,G16H10/60,"Systems, methods, computer-readable media, and apparatuses for identifying and executing one or more interactive condition evaluation tests to generate an output are provided. In some examples, user information may be received by a system and one or more interactive condition evaluation tests may be identified. An instruction may be transmitted to a computing device of a user and executed on the computing device to enable functionality of one or more sensors that may be used in the identified tests. A user interface may be generated including instructions for executing the identified tests. Upon initiating a test, data may be collected from one or more sensors in the computing device. The data collected may be transmitted to the system and may be processed using one or more machine learning datasets to generate an output.",10140199,Data processing system with machine learning engine to provide output generating functions,2018
G16H,G16H10/60,"Data processing systems and methods for retrieving data regarding a plurality of data privacy campaigns and for using that data to assess a relative risk associated with the data privacy campaign. In various embodiments, the system may be adapted to: (1) display one or more visual summaries of one or more data flow diagrams that visually depicts key features of the data flow, such as whether data is confidential and/or encrypted; (2) allow for multiple users to be assigned responsibility for populating different respective questions that are required to define the data flow; (3) automatically assess and display a relative risk associated with each campaign; and (4) automatically set, monitor, and facilitate the timely completion of an audit schedule for each campaign.",9892477,Data processing systems and methods for implementing audit schedules for privacy campaigns,2018
G16H,G16H10/60,"Data processing systems and methods for retrieving data regarding a plurality of data privacy campaigns and for using that data to assess a relative risk associated with the data privacy campaign. In various embodiments, the system may be adapted to: (1) display one or more visual summaries of one or more data flow diagrams that visually depicts key features of the data flow, such as whether data is confidential and/or encrypted; (2) allow for multiple users to be assigned responsibility for populating different respective questions that are required to define the data flow; (3) automatically assess and display a relative risk associated with each campaign; and (4) automatically set, monitor, and facilitate the timely completion of an audit schedule for each campaign.",9892441,Data processing systems and methods for operationalizing privacy compliance and assessing the risk of various respective privacy campaigns,2018
G16H,G16H10/60,"A method for tagging and organizing data is provided. In one example, physiological data detected from a wearer of a wearable device is received and associated with a tag based, at least in art, on an input by the wearer. The input may be a state of the wearer, such as physical or mental state, or a rule. The collected physiological data may be organized based on the tag and, in some examples, on other types of received data, such as a wearer's personal data. In other example methods, data may be stored in a database based on one or more tags associated with the data.",9858328,Data tagging,2018
G16H,G16H10/60,"To update a database of records having person attributes using an input record containing person attributes and authorization information, a person attribute of an input record is compared to a person attribute for each record in the database, and records in the database are identified as matched records. A composite record is created from the input record and the matched record. A portion of the input record is written to the database if the authorization information contains either an authorized provider ID or a prior-use indicator. An output record is thus generated consisting of the input record and authorization information containing a prior-use indicator. A cascade of a first instance and a second instance wherein the database comprises a first database in the first instance and a second database in the second instance may be performed.",10067995,Database networks including advanced replication schemes,2018
G16H,G16H10/60,A computer-implemented method includes producing information that characterizes a group of individuals from a set of private data representing characteristics of the individuals. The identity of the individuals is unattainable from the produced information. The method also includes providing the produced information to report the characteristics of the group.,10109375,De-identifying medical history information for medical underwriting,2018
G16H,G16H50/30,"Methods, apparatus, and other embodiments associated with classifying a region of tissue using textural analysis are described. One example apparatus includes an image acquisition logic that acquires an image of a region of tissue demonstrating cancerous pathology, a delineation logic that distinguishes nodule tissue within the image from the background of the image, a perinodular zone logic that defines a perinodular zone based on the nodule, a feature extraction logic that extracts a set of features from the image, a probability logic that computes a probability that the nodule is benign or that the nodule will respond to a treatment, and a classification logic that classifies the nodule tissue based, at least in part, on the set of features or the probability. A prognosis or treatment plan may be provided based on the classification of the image.",10004471,Decision support for disease characterization and treatment response with disease and peri-disease radiomics,2018
G16H,G16H40/63,"A computing architecture, system and method are disclosed for use in a medical device for providing decision support to a caregiver. The computing architecture includes a memory, a processor in communication with the memory, and an instance of a primary rules-based service configured to provide instruction events, the instance providing a primary processing thread of instruction events for coaching treatment of a patient. A software manager module includes an artificial intelligence architecture. The artificial intelligence architecture is configured to provide an instance of a conditional rules-based service for providing instruction events. The instance provided by the artificial intelligence architecture provides a processing thread of instruction events for coaching treatment of a patient that is independent of the primary processing thread and is configured to trigger an action on the occurrence of a pre-defined set of input conditions.",10068667,Decision support system using intelligent agents,2018
G16H,G16H30/40,"Methods and apparatus for improved deep learning for image acquisition are provided. An imaging system configuration apparatus includes a training learning device including a first processor to implement a first deep learning network (DLN) to learn a first set of imaging system configuration parameters based on a first set of inputs from a plurality of prior image acquisitions to configure at least one imaging system for image acquisition, the training learning device to receive and process feedback including operational data from the plurality of image acquisitions by the at least one imaging system. The example apparatus includes a deployed learning device including a second processor to implement a second DLN, the second DLN generated from the first DLN of the training learning device, the deployed learning device configured to provide a second imaging system configuration parameter to the imaging system in response to receiving a second input for image acquisition.",10127659,Deep learning medical systems and methods for image acquisition,2018
G16H,G16H20/40,"Systems and methods related to the field of cardiac resuscitation, and in particular to devices for assisting rescuers in performing cardio-pulmonary resuscitation (CPR).",10143387,Defibrillator charging,2018
G16H,G16H20/30,"A defibrillator system optimizes the timing and manner of applying a defibrillator charge to a patient based upon data provided to the defibrillator from a utility module or one or more external devices. A parameter module on the utility module provides the defibrillator with patient parameter information. Devices external to the utility module may provide the utility module with coaching data that the utility module may pass through to the defibrillator as a proxy to the external devices. The utility module may also provide external devices with patient data that the utility module may pass through to the external devices as a proxy to the defibrillator on a scheduled or other basis. The utility module may additionally provide a reserve of power to enable defibrillators to be used where power is unavailable and to enable defibrillators to deliver multiple charges more readily anywhere, anytime.",9872998,Defibrillator communication system,2018
G16H,G16H20/30,"A defibrillator system optimizes the timing and manner of applying a defibrillator charge to a patient based upon data provided to the defibrillator from a utility module or one or more external devices. A parameter module on the utility module provides the defibrillator with patient parameter information. Devices external to the utility module may provide the utility module with coaching data that the utility module may pass through to the defibrillator as a proxy to the external devices. The utility module may also provide external devices with patient data that the utility module may pass through to the external devices as a proxy to the defibrillator on a scheduled or other basis. The utility module may additionally provide a reserve of power to enable defibrillators to be used where power is unavailable and to enable defibrillators to deliver multiple charges more readily anywhere, anytime.",10124181,Defibrillator network system,2018
G16H,G16H50/50,"A method of generating a patient specific prosthetic implant is described, which includes: generating a three dimensional electronic representation of a human anatomical feature of a unique patient; identifying one or more representative surface curvature features on the three dimensional electronic representation; and associating the three dimensional electronic representation with a virtual implant template of the human anatomical feature selected from a database of virtual implant templates, and comparing fit of the identified representative surface curvature features of the three dimensional electronic representation with corresponding surface curvature features of the virtual implant template. The virtual implant template is selected to have the most similar corresponding surface curvature features.",10052206,Deformable articulating templates,2018
G16H,G16H50/50,"A method for generating a patient-specific prosthetic implant is disclosed which includes generating, using one or more processors from a medical image of a human anatomical feature, a three dimensional electronic representation of the human anatomical feature including size and surface curvature features matching the human anatomical feature, the surface curvature features including one or more radii of curvature on an outer camming surface of the human anatomical feature. A prosthetic implant template is selected, using the one or more processors, from a database of prosthetic implant templates, and the custom implant is virtually designed to imitate the size and surface curvature features of the three dimensional electronic representation based on the selected prosthetic implant template. Fit of the custom implant is tested, virtually using the one or more processors, using the three dimensional electronic representation of the human anatomical feature.",9895230,Deformable articulating templates,2018
G16H,G16H50/70,"A medication analysis system maintains a database of medication profiles for users of medications, each medication profile being associated with a person and includes demographic information about the person and user experience information describing the person's experiences with one or more medications. An input from a user is received that requests information about a medication for a desired demographic. A cluster of medication profiles is identified from the database of medication profiles that include user experience information describing peoples' experiences with the medication. One or more satisfaction metrics are determined for the medication using user experience information in the identified set of medication profiles. A demographically filterable interface is provided to the user device, the interface presenting one or more satisfaction metrics for the particular medication as a function of one or more demographic characteristics of the demographic information of the people associated with the identified medication profiles.",10073951,Demographically filterable interface for conveying information about a medication,2018
G16H,G16H50/50,"Presented herein are methods, systems, devices, and computer-readable media for dental data planning. In various embodiments, an operator of the system can design a dental data plan, have it checked, and see various aspects of the plan on the display. The plan may be designed in the abstract and that abstract plan can be checked for compliance with material and product constraints. Also from that abstract plan, a list of necessary scanning tasks may be produced and displayed. In some embodiments, plans for multiple patients can be designed and the scanning for those patients may commence before all of the patients are completed.",9934360,Dental data planning,2018
G16H,G16H20/40,"A dental prosthesis and a process for design and manufacturing, incorporating a dental implant framework and veneering overlay that will be designed and manufactured simultaneously and permanently fixated to one another.",10123856,Dental framework and prosthesis,2018
G16H,G16H20/40,"Embodiments of the invention provide a method of controlling a dental laser system. The method can include providing a dental laser station and a controller for controlling certain functions of the station. A graphical user interface can be used to provide input to the controller. The graphical user interface can include a control wheel with selectable segments and a menu navigation portion located adjacent the control wheel. Treatment categories, procedures or laser control options can be selected using the interface, and the interface can be updated based on data from the station.",9864485,Dental laser interface system and method,2018
G16H,G16H20/40,A set of healing abutments includes a first healing abutment and a second healing abutment. The first healing abutment has an upper surface with a first code thereon. The first code is associated with a size of the first healing abutment. The second healing abutment has an upper surface with a second code thereon. The second code is associated with a size of the second healing abutment. The first healing abutment and the second healing abutment have the same size. The first code is different from the second code.,10092377,Dental system for developing custom prostheses through scanning of coded members,2018
G16H,G16H40/20,"In a method for printing an RFID tag on an object, a deposition mask is applied to the surface of an object. With the deposition mask on the surface of the object, RFID materials are deposited on at least one portion of the surface exposed by aperture(s) in the deposition mask. In particular embodiments, RFID tags can be deposited on medical instruments.",10149736,Deposition of RFID tags,2018
